,FID,kecamatan,kabupaten,provinsi,lat,lon,kategori
492,4867,KADUNGORA,GARUT,JAWA BARAT,-7.073862868,107.8950183,low
493,4877,TUKDANA,INDRAMAYU,JAWA BARAT,-6.561284904,108.2729177,low
494,4878,JUNTINYUAT,INDRAMAYU,JAWA BARAT,-6.435703171,108.4106232,low
495,4881,NAGREG,BANDUNG,JAWA BARAT,-7.028317046,107.8872978,low
496,4884,GUNUNGHALU,BANDUNG BARAT,JAWA BARAT,-7.042601835,107.3011609,low
497,4885,KUTAWALUYA,KARAWANG,JAWA BARAT,-6.174358913,107.3462002,low
498,4888,LANGENSARI,KOTA BANJAR,JAWA BARAT,-7.367306323,108.6291925,low
499,4898,MAJA,MAJALENGKA,JAWA BARAT,-6.90279604,108.2754606,low
500,4910,CICALENGKA,BANDUNG,JAWA BARAT,-6.986612528,107.8608237,low
501,4914,PABEDILAN,CIREBON,JAWA BARAT,-6.861853419,108.7703643,low
502,4919,PASIRJAMBU,BANDUNG,JAWA BARAT,-7.175198515,107.4575898,low
503,4924,MANONJAYA,TASIKMALAYA,JAWA BARAT,-7.370119638,108.3202317,low
504,4940,MALANGBONG,GARUT,JAWA BARAT,-7.057158664,108.082022,low
505,4943,SINDANGKASIH,CIAMIS,JAWA BARAT,-7.283407076,108.238291,low
506,4945,SARIWANGI,TASIKMALAYA,JAWA BARAT,-7.293546936,108.0572465,low
507,4952,CIBALONG,GARUT,JAWA BARAT,-7.662188204,107.8510307,low
508,4953,TARAJU,TASIKMALAYA,JAWA BARAT,-7.444244346,107.9925341,low
509,4957,KERTASARI,BANDUNG,JAWA BARAT,-7.241174811,107.6790832,low
510,4960,CUGENANG,CIANJUR,JAWA BARAT,-6.800986872,107.0654167,low
511,4972,BATUJAYA,KARAWANG,JAWA BARAT,-6.051078128,107.1952604,low
512,4973,CIBEBER,CIANJUR,JAWA BARAT,-6.935416372,107.139743,low
513,4978,JAMANIS,TASIKMALAYA,JAWA BARAT,-7.18759836,108.1627735,low
514,4981,PADAHERANG,PANGANDARAN,JAWA BARAT,-7.551064985,108.6948683,low
